feedback_id,customer_id,product,category,feedback_text,rating,sentiment,satisfaction_score,date,region,customer_type,feedback_text_cleaned,tokens,tokens_no_stopwords,tokens_lemmatized,feedback_processed
FB1631,CUST2084,Product B,Delivery,The team was very helpful and professional.,5,Positive,91,2025-05-01,North,Returning,the team was very helpful and professional.,"['the', 'team', 'was', 'very', 'helpful', 'and', 'professional', '.']","['team', 'helpful', 'professional', '.']","['team', 'helpful', 'professional', '.']",team helpful professional .
FB1632,CUST2914,Product C,Features,The delivery took too long and the product was damaged.,2,Negative,15,2024-11-18,East,Premium,the delivery took too long and the product was damaged.,"['the', 'delivery', 'took', 'too', 'long', 'and', 'the', 'product', 'was', 'damaged', '.']","['delivery', 'took', 'long', 'product', 'damaged', '.']","['delivery', 'took', 'long', 'product', 'damaged', '.']",delivery took long product damaged .
FB1633,CUST7088,Product D,Delivery,Amazing experience! The product exceeded my expectations.,5,Positive,87,2023-12-02,South,Premium,amazing experience! the product exceeded my expectations.,"['amazing', 'experience', '!', 'the', 'product', 'exceeded', 'my', 'expectations', '.']","['amazing', 'experience', '!', 'product', 'exceeded', 'expectations', '.']","['amazing', 'experience', '!', 'product', 'exceeded', 'expectation', '.']",amazing experience ! product exceeded expectation .
FB1634,CUST2517,Product D,User Experience,I love this product! It's exactly what I needed.,4,Positive,86,2024-09-04,North,Returning,i love this product! its exactly what i needed.,"['i', 'love', 'this', 'product', '!', 'its', 'exactly', 'what', 'i', 'needed', '.']","['love', 'product', '!', 'exactly', 'needed', '.']","['love', 'product', '!', 'exactly', 'needed', '.']",love product ! exactly needed .
FB1635,CUST6084,Product C,Customer Service,I love this product! It's exactly what I needed.,5,Positive,96,2025-03-26,North,Premium,i love this product! its exactly what i needed.,"['i', 'love', 'this', 'product', '!', 'its', 'exactly', 'what', 'i', 'needed', '.']","['love', 'product', '!', 'exactly', 'needed', '.']","['love', 'product', '!', 'exactly', 'needed', '.']",love product ! exactly needed .
FB1636,CUST8526,Product D,Features,The product meets basic expectations but nothing more.,3,Neutral,51,2025-09-22,North,New,the product meets basic expectations but nothing more.,"['the', 'product', 'meets', 'basic', 'expectations', 'but', 'nothing', 'more', '.']","['product', 'meets', 'basic', 'expectations', 'nothing', '.']","['product', 'meet', 'basic', 'expectation', 'nothing', '.']",product meet basic expectation nothing .
FB1637,CUST6460,Product D,Product Quality,Acceptable product but room for improvement in several areas.,3,Neutral,52,2024-09-13,North,Premium,acceptable product but room for improvement in several areas.,"['acceptable', 'product', 'but', 'room', 'for', 'improvement', 'in', 'several', 'areas', '.']","['acceptable', 'product', 'room', 'improvement', 'several', 'areas', '.']","['acceptable', 'product', 'room', 'improvement', 'several', 'area', '.']",acceptable product room improvement several area .
FB1638,CUST4438,Product C,Customer Service,Very disappointed with the product quality. Not worth the price.,2,Negative,30,2025-09-04,South,Returning,very disappointed with the product quality. not worth the price.,"['very', 'disappointed', 'with', 'the', 'product', 'quality', '.', 'not', 'worth', 'the', 'price', '.']","['disappointed', 'product', 'quality', '.', 'worth', 'price', '.']","['disappointed', 'product', 'quality', '.', 'worth', 'price', '.']",disappointed product quality . worth price .
FB1639,CUST3446,Product B,Delivery,Customer support is unhelpful and rude.,1,Negative,18,2024-08-09,North,New,customer support is unhelpful and rude.,"['customer', 'support', 'is', 'unhelpful', 'and', 'rude', '.']","['customer', 'support', 'unhelpful', 'rude', '.']","['customer', 'support', 'unhelpful', 'rude', '.']",customer support unhelpful rude .
FB1640,CUST6739,Product E,Delivery,Poor customer service. They didn't respond to my complaints.,1,Negative,27,2025-07-29,East,New,poor customer service. they didnt respond to my complaints.,"['poor', 'customer', 'service', '.', 'they', 'didnt', 'respond', 'to', 'my', 'complaints', '.']","['poor', 'customer', 'service', '.', 'didnt', 'respond', 'complaints', '.']","['poor', 'customer', 'service', '.', 'didnt', 'respond', 'complaint', '.']",poor customer service . didnt respond complaint .
FB1641,CUST3806,Product A,Delivery,Acceptable product but room for improvement in several areas.,3,Neutral,57,2025-10-21,East,Premium,acceptable product but room for improvement in several areas.,"['acceptable', 'product', 'but', 'room', 'for', 'improvement', 'in', 'several', 'areas', '.']","['acceptable', 'product', 'room', 'improvement', 'several', 'areas', '.']","['acceptable', 'product', 'room', 'improvement', 'several', 'area', '.']",acceptable product room improvement several area .
FB1642,CUST2735,Product D,Product Quality,Excellent product! Really satisfied with the quality and service.,5,Positive,81,2025-01-27,North,Returning,excellent product! really satisfied with the quality and service.,"['excellent', 'product', '!', 'really', 'satisfied', 'with', 'the', 'quality', 'and', 'service', '.']","['excellent', 'product', '!', 'really', 'satisfied', 'quality', 'service', '.']","['excellent', 'product', '!', 'really', 'satisfied', 'quality', 'service', '.']",excellent product ! really satisfied quality service .
FB1643,CUST6826,Product C,Delivery,The team was very helpful and professional.,5,Positive,99,2024-12-05,South,Premium,the team was very helpful and professional.,"['the', 'team', 'was', 'very', 'helpful', 'and', 'professional', '.']","['team', 'helpful', 'professional', '.']","['team', 'helpful', 'professional', '.']",team helpful professional .
FB1644,CUST3159,Product A,Features,"Average experience. Some features work well, others don't.",3,Neutral,64,2025-09-16,West,New,"average experience. some features work well, others dont.","['average', 'experience', '.', 'some', 'features', 'work', 'well', ',', 'others', 'dont', '.']","['average', 'experience', '.', 'features', 'work', 'well', ',', 'others', 'dont', '.']","['average', 'experience', '.', 'feature', 'work', 'well', ',', 'others', 'dont', '.']","average experience . feature work well , others dont ."
FB1645,CUST4666,Product B,User Experience,Fantastic! Will definitely order again.,5,Positive,87,2025-02-08,East,Returning,fantastic! will definitely order again.,"['fantastic', '!', 'will', 'definitely', 'order', 'again', '.']","['fantastic', '!', 'definitely', 'order', '.']","['fantastic', '!', 'definitely', 'order', '.']",fantastic ! definitely order .
FB1646,CUST8987,Product A,Product Quality,I love this product! It's exactly what I needed.,5,Positive,94,2024-12-05,West,New,i love this product! its exactly what i needed.,"['i', 'love', 'this', 'product', '!', 'its', 'exactly', 'what', 'i', 'needed', '.']","['love', 'product', '!', 'exactly', 'needed', '.']","['love', 'product', '!', 'exactly', 'needed', '.']",love product ! exactly needed .
FB1647,CUST3087,Product E,Product Quality,Great value for money. Highly recommend to everyone!,5,Positive,91,2024-10-24,West,Premium,great value for money. highly recommend to everyone!,"['great', 'value', 'for', 'money', '.', 'highly', 'recommend', 'to', 'everyone', '!']","['great', 'value', 'money', '.', 'highly', 'recommend', 'everyone', '!']","['great', 'value', 'money', '.', 'highly', 'recommend', 'everyone', '!']",great value money . highly recommend everyone !
FB1648,CUST8552,Product D,User Experience,Amazing experience! The product exceeded my expectations.,5,Positive,97,2024-02-17,West,New,amazing experience! the product exceeded my expectations.,"['amazing', 'experience', '!', 'the', 'product', 'exceeded', 'my', 'expectations', '.']","['amazing', 'experience', '!', 'product', 'exceeded', 'expectations', '.']","['amazing', 'experience', '!', 'product', 'exceeded', 'expectation', '.']",amazing experience ! product exceeded expectation .
FB1649,CUST2082,Product C,Customer Service,Great value for money. Highly recommend to everyone!,5,Positive,92,2025-07-27,West,Returning,great value for money. highly recommend to everyone!,"['great', 'value', 'for', 'money', '.', 'highly', 'recommend', 'to', 'everyone', '!']","['great', 'value', 'money', '.', 'highly', 'recommend', 'everyone', '!']","['great', 'value', 'money', '.', 'highly', 'recommend', 'everyone', '!']",great value money . highly recommend everyone !
FB1650,CUST2276,Product E,Pricing,Complete waste of money. Very unsatisfied.,1,Negative,15,2025-06-02,North,Premium,complete waste of money. very unsatisfied.,"['complete', 'waste', 'of', 'money', '.', 'very', 'unsatisfied', '.']","['complete', 'waste', 'money', '.', 'unsatisfied', '.']","['complete', 'waste', 'money', '.', 'unsatisfied', '.']",complete waste money . unsatisfied .
FB1651,CUST3886,Product C,Pricing,Very happy with my purchase. Great product!,4,Positive,94,2025-07-02,North,Premium,very happy with my purchase. great product!,"['very', 'happy', 'with', 'my', 'purchase', '.', 'great', 'product', '!']","['happy', 'purchase', '.', 'great', 'product', '!']","['happy', 'purchase', '.', 'great', 'product', '!']",happy purchase . great product !
FB1652,CUST9098,Product A,Product Quality,The product quality is subpar and doesn't meet expectations.,2,Negative,20,2024-02-19,South,New,the product quality is subpar and doesnt meet expectations.,"['the', 'product', 'quality', 'is', 'subpar', 'and', 'doesnt', 'meet', 'expectations', '.']","['product', 'quality', 'subpar', 'doesnt', 'meet', 'expectations', '.']","['product', 'quality', 'subpar', 'doesnt', 'meet', 'expectation', '.']",product quality subpar doesnt meet expectation .
FB1653,CUST3444,Product D,User Experience,"The product is okay, nothing special but does the job.",3,Neutral,54,2025-06-16,East,Returning,"the product is okay, nothing special but does the job.","['the', 'product', 'is', 'okay', ',', 'nothing', 'special', 'but', 'does', 'the', 'job', '.']","['product', 'okay', ',', 'nothing', 'special', 'job', '.']","['product', 'okay', ',', 'nothing', 'special', 'job', '.']","product okay , nothing special job ."
FB1654,CUST6187,Product C,User Experience,Terrible experience. The product doesn't work as advertised.,1,Negative,31,2025-07-22,East,Returning,terrible experience. the product doesnt work as advertised.,"['terrible', 'experience', '.', 'the', 'product', 'doesnt', 'work', 'as', 'advertised', '.']","['terrible', 'experience', '.', 'product', 'doesnt', 'work', 'advertised', '.']","['terrible', 'experience', '.', 'product', 'doesnt', 'work', 'advertised', '.']",terrible experience . product doesnt work advertised .
FB1655,CUST9362,Product D,Customer Service,Acceptable product but room for improvement in several areas.,3,Neutral,50,2024-10-17,East,New,acceptable product but room for improvement in several areas.,"['acceptable', 'product', 'but', 'room', 'for', 'improvement', 'in', 'several', 'areas', '.']","['acceptable', 'product', 'room', 'improvement', 'several', 'areas', '.']","['acceptable', 'product', 'room', 'improvement', 'several', 'area', '.']",acceptable product room improvement several area .
FB1656,CUST6885,Product A,Delivery,"The product is okay, nothing special but does the job.",3,Neutral,50,2024-11-12,North,New,"the product is okay, nothing special but does the job.","['the', 'product', 'is', 'okay', ',', 'nothing', 'special', 'but', 'does', 'the', 'job', '.']","['product', 'okay', ',', 'nothing', 'special', 'job', '.']","['product', 'okay', ',', 'nothing', 'special', 'job', '.']","product okay , nothing special job ."
FB1657,CUST7271,Product D,Pricing,Bad experience. The product arrived late and broken.,2,Negative,32,2025-01-15,West,Premium,bad experience. the product arrived late and broken.,"['bad', 'experience', '.', 'the', 'product', 'arrived', 'late', 'and', 'broken', '.']","['bad', 'experience', '.', 'product', 'arrived', 'late', 'broken', '.']","['bad', 'experience', '.', 'product', 'arrived', 'late', 'broken', '.']",bad experience . product arrived late broken .
FB1658,CUST7301,Product C,Pricing,Customer support is unhelpful and rude.,1,Negative,16,2024-06-03,South,Returning,customer support is unhelpful and rude.,"['customer', 'support', 'is', 'unhelpful', 'and', 'rude', '.']","['customer', 'support', 'unhelpful', 'rude', '.']","['customer', 'support', 'unhelpful', 'rude', '.']",customer support unhelpful rude .
FB1659,CUST1257,Product B,Features,Excellent product! Really satisfied with the quality and service.,4,Positive,100,2025-09-16,West,Premium,excellent product! really satisfied with the quality and service.,"['excellent', 'product', '!', 'really', 'satisfied', 'with', 'the', 'quality', 'and', 'service', '.']","['excellent', 'product', '!', 'really', 'satisfied', 'quality', 'service', '.']","['excellent', 'product', '!', 'really', 'satisfied', 'quality', 'service', '.']",excellent product ! really satisfied quality service .
FB1660,CUST3248,Product D,Pricing,It's decent but could be better. Price is fair.,3,Neutral,52,2025-01-20,West,Premium,its decent but could be better. price is fair.,"['its', 'decent', 'but', 'could', 'be', 'better', '.', 'price', 'is', 'fair', '.']","['decent', 'could', 'better', '.', 'price', 'fair', '.']","['decent', 'could', 'better', '.', 'price', 'fair', '.']",decent could better . price fair .
FB1661,CUST6821,Product B,Customer Service,Five stars! The quality is superb and the price is reasonable.,5,Positive,92,2024-05-02,West,Premium,five stars! the quality is superb and the price is reasonable.,"['five', 'stars', '!', 'the', 'quality', 'is', 'superb', 'and', 'the', 'price', 'is', 'reasonable', '.']","['five', 'stars', '!', 'quality', 'superb', 'price', 'reasonable', '.']","['five', 'star', '!', 'quality', 'superb', 'price', 'reasonable', '.']",five star ! quality superb price reasonable .
FB1662,CUST9948,Product E,Delivery,Terrible experience. The product doesn't work as advertised.,2,Negative,23,2023-11-07,North,New,terrible experience. the product doesnt work as advertised.,"['terrible', 'experience', '.', 'the', 'product', 'doesnt', 'work', 'as', 'advertised', '.']","['terrible', 'experience', '.', 'product', 'doesnt', 'work', 'advertised', '.']","['terrible', 'experience', '.', 'product', 'doesnt', 'work', 'advertised', '.']",terrible experience . product doesnt work advertised .
FB1663,CUST8889,Product A,Customer Service,I love this product! It's exactly what I needed.,4,Positive,98,2025-06-03,East,Returning,i love this product! its exactly what i needed.,"['i', 'love', 'this', 'product', '!', 'its', 'exactly', 'what', 'i', 'needed', '.']","['love', 'product', '!', 'exactly', 'needed', '.']","['love', 'product', '!', 'exactly', 'needed', '.']",love product ! exactly needed .
FB1664,CUST8740,Product A,Features,The team was very helpful and professional.,4,Positive,87,2025-04-12,East,Premium,the team was very helpful and professional.,"['the', 'team', 'was', 'very', 'helpful', 'and', 'professional', '.']","['team', 'helpful', 'professional', '.']","['team', 'helpful', 'professional', '.']",team helpful professional .
FB1665,CUST8681,Product D,User Experience,"Mixed feelings. Some aspects are good, others need improvement.",3,Neutral,50,2023-12-24,West,Premium,"mixed feelings. some aspects are good, others need improvement.","['mixed', 'feelings', '.', 'some', 'aspects', 'are', 'good', ',', 'others', 'need', 'improvement', '.']","['mixed', 'feelings', '.', 'aspects', 'good', ',', 'others', 'need', 'improvement', '.']","['mixed', 'feeling', '.', 'aspect', 'good', ',', 'others', 'need', 'improvement', '.']","mixed feeling . aspect good , others need improvement ."
FB1666,CUST1578,Product E,Features,The delivery was fast and the product is exactly as described.,5,Positive,85,2024-10-04,East,Premium,the delivery was fast and the product is exactly as described.,"['the', 'delivery', 'was', 'fast', 'and', 'the', 'product', 'is', 'exactly', 'as', 'described', '.']","['delivery', 'fast', 'product', 'exactly', 'described', '.']","['delivery', 'fast', 'product', 'exactly', 'described', '.']",delivery fast product exactly described .
FB1667,CUST1845,Product C,Features,Fantastic! Will definitely order again.,4,Positive,98,2025-05-30,North,Returning,fantastic! will definitely order again.,"['fantastic', '!', 'will', 'definitely', 'order', 'again', '.']","['fantastic', '!', 'definitely', 'order', '.']","['fantastic', '!', 'definitely', 'order', '.']",fantastic ! definitely order .
FB1668,CUST5129,Product B,User Experience,Very happy with my purchase. Great product!,4,Positive,88,2025-03-10,East,Returning,very happy with my purchase. great product!,"['very', 'happy', 'with', 'my', 'purchase', '.', 'great', 'product', '!']","['happy', 'purchase', '.', 'great', 'product', '!']","['happy', 'purchase', '.', 'great', 'product', '!']",happy purchase . great product !
FB1669,CUST3476,Product D,Delivery,Amazing experience! The product exceeded my expectations.,4,Positive,98,2024-07-20,South,Returning,amazing experience! the product exceeded my expectations.,"['amazing', 'experience', '!', 'the', 'product', 'exceeded', 'my', 'expectations', '.']","['amazing', 'experience', '!', 'product', 'exceeded', 'expectations', '.']","['amazing', 'experience', '!', 'product', 'exceeded', 'expectation', '.']",amazing experience ! product exceeded expectation .
FB1670,CUST2382,Product B,User Experience,Great value for money. Highly recommend to everyone!,4,Positive,90,2025-10-17,South,Returning,great value for money. highly recommend to everyone!,"['great', 'value', 'for', 'money', '.', 'highly', 'recommend', 'to', 'everyone', '!']","['great', 'value', 'money', '.', 'highly', 'recommend', 'everyone', '!']","['great', 'value', 'money', '.', 'highly', 'recommend', 'everyone', '!']",great value money . highly recommend everyone !
FB1671,CUST3740,Product B,User Experience,Terrible experience. The product doesn't work as advertised.,2,Negative,33,2024-12-26,East,New,terrible experience. the product doesnt work as advertised.,"['terrible', 'experience', '.', 'the', 'product', 'doesnt', 'work', 'as', 'advertised', '.']","['terrible', 'experience', '.', 'product', 'doesnt', 'work', 'advertised', '.']","['terrible', 'experience', '.', 'product', 'doesnt', 'work', 'advertised', '.']",terrible experience . product doesnt work advertised .
FB1672,CUST8602,Product D,Pricing,Amazing experience! The product exceeded my expectations.,4,Positive,85,2025-08-18,East,Returning,amazing experience! the product exceeded my expectations.,"['amazing', 'experience', '!', 'the', 'product', 'exceeded', 'my', 'expectations', '.']","['amazing', 'experience', '!', 'product', 'exceeded', 'expectations', '.']","['amazing', 'experience', '!', 'product', 'exceeded', 'expectation', '.']",amazing experience ! product exceeded expectation .
FB1673,CUST3378,Product E,Pricing,Five stars! The quality is superb and the price is reasonable.,5,Positive,88,2025-04-28,North,Returning,five stars! the quality is superb and the price is reasonable.,"['five', 'stars', '!', 'the', 'quality', 'is', 'superb', 'and', 'the', 'price', 'is', 'reasonable', '.']","['five', 'stars', '!', 'quality', 'superb', 'price', 'reasonable', '.']","['five', 'star', '!', 'quality', 'superb', 'price', 'reasonable', '.']",five star ! quality superb price reasonable .
FB1674,CUST9704,Product C,Pricing,I love this product! It's exactly what I needed.,4,Positive,83,2025-02-01,East,Returning,i love this product! its exactly what i needed.,"['i', 'love', 'this', 'product', '!', 'its', 'exactly', 'what', 'i', 'needed', '.']","['love', 'product', '!', 'exactly', 'needed', '.']","['love', 'product', '!', 'exactly', 'needed', '.']",love product ! exactly needed .
FB1675,CUST7408,Product D,Features,Amazing experience! The product exceeded my expectations.,5,Positive,100,2024-08-02,South,Premium,amazing experience! the product exceeded my expectations.,"['amazing', 'experience', '!', 'the', 'product', 'exceeded', 'my', 'expectations', '.']","['amazing', 'experience', '!', 'product', 'exceeded', 'expectations', '.']","['amazing', 'experience', '!', 'product', 'exceeded', 'expectation', '.']",amazing experience ! product exceeded expectation .
FB1676,CUST3947,Product C,User Experience,Terrible experience. The product doesn't work as advertised.,2,Negative,31,2025-09-18,North,Premium,terrible experience. the product doesnt work as advertised.,"['terrible', 'experience', '.', 'the', 'product', 'doesnt', 'work', 'as', 'advertised', '.']","['terrible', 'experience', '.', 'product', 'doesnt', 'work', 'advertised', '.']","['terrible', 'experience', '.', 'product', 'doesnt', 'work', 'advertised', '.']",terrible experience . product doesnt work advertised .
FB1677,CUST2600,Product E,Product Quality,"The product is okay, nothing special but does the job.",3,Neutral,63,2023-11-08,West,Returning,"the product is okay, nothing special but does the job.","['the', 'product', 'is', 'okay', ',', 'nothing', 'special', 'but', 'does', 'the', 'job', '.']","['product', 'okay', ',', 'nothing', 'special', 'job', '.']","['product', 'okay', ',', 'nothing', 'special', 'job', '.']","product okay , nothing special job ."
FB1678,CUST1388,Product E,Product Quality,Overpriced and low quality. Would not recommend.,1,Negative,11,2024-06-11,North,Premium,overpriced and low quality. would not recommend.,"['overpriced', 'and', 'low', 'quality', '.', 'would', 'not', 'recommend', '.']","['overpriced', 'low', 'quality', '.', 'would', 'recommend', '.']","['overpriced', 'low', 'quality', '.', 'would', 'recommend', '.']",overpriced low quality . would recommend .
FB1679,CUST2995,Product A,Product Quality,The product meets basic expectations but nothing more.,3,Neutral,69,2025-09-02,South,Returning,the product meets basic expectations but nothing more.,"['the', 'product', 'meets', 'basic', 'expectations', 'but', 'nothing', 'more', '.']","['product', 'meets', 'basic', 'expectations', 'nothing', '.']","['product', 'meet', 'basic', 'expectation', 'nothing', '.']",product meet basic expectation nothing .
FB1680,CUST2816,Product B,Delivery,The product quality is subpar and doesn't meet expectations.,1,Negative,38,2025-09-02,East,Returning,the product quality is subpar and doesnt meet expectations.,"['the', 'product', 'quality', 'is', 'subpar', 'and', 'doesnt', 'meet', 'expectations', '.']","['product', 'quality', 'subpar', 'doesnt', 'meet', 'expectations', '.']","['product', 'quality', 'subpar', 'doesnt', 'meet', 'expectation', '.']",product quality subpar doesnt meet expectation .
FB1681,CUST7995,Product C,Delivery,"It's fine, works as expected but nothing exceptional.",3,Neutral,58,2025-09-06,South,New,"its fine, works as expected but nothing exceptional.","['its', 'fine', ',', 'works', 'as', 'expected', 'but', 'nothing', 'exceptional', '.']","['fine', ',', 'works', 'expected', 'nothing', 'exceptional', '.']","['fine', ',', 'work', 'expected', 'nothing', 'exceptional', '.']","fine , work expected nothing exceptional ."
FB1682,CUST1984,Product C,Delivery,Bad experience. The product arrived late and broken.,2,Negative,20,2024-08-09,South,Returning,bad experience. the product arrived late and broken.,"['bad', 'experience', '.', 'the', 'product', 'arrived', 'late', 'and', 'broken', '.']","['bad', 'experience', '.', 'product', 'arrived', 'late', 'broken', '.']","['bad', 'experience', '.', 'product', 'arrived', 'late', 'broken', '.']",bad experience . product arrived late broken .
FB1683,CUST9061,Product A,Customer Service,Outstanding customer service. They resolved my issue quickly.,5,Positive,85,2024-01-10,West,New,outstanding customer service. they resolved my issue quickly.,"['outstanding', 'customer', 'service', '.', 'they', 'resolved', 'my', 'issue', 'quickly', '.']","['outstanding', 'customer', 'service', '.', 'resolved', 'issue', 'quickly', '.']","['outstanding', 'customer', 'service', '.', 'resolved', 'issue', 'quickly', '.']",outstanding customer service . resolved issue quickly .
FB1684,CUST1571,Product A,Product Quality,Customer support is unhelpful and rude.,2,Negative,13,2025-07-20,East,Returning,customer support is unhelpful and rude.,"['customer', 'support', 'is', 'unhelpful', 'and', 'rude', '.']","['customer', 'support', 'unhelpful', 'rude', '.']","['customer', 'support', 'unhelpful', 'rude', '.']",customer support unhelpful rude .
FB1685,CUST1014,Product A,Features,It's decent but could be better. Price is fair.,3,Neutral,70,2023-11-19,West,Returning,its decent but could be better. price is fair.,"['its', 'decent', 'but', 'could', 'be', 'better', '.', 'price', 'is', 'fair', '.']","['decent', 'could', 'better', '.', 'price', 'fair', '.']","['decent', 'could', 'better', '.', 'price', 'fair', '.']",decent could better . price fair .
FB1686,CUST9039,Product D,Pricing,Bad experience. The product arrived late and broken.,1,Negative,26,2024-04-03,West,Premium,bad experience. the product arrived late and broken.,"['bad', 'experience', '.', 'the', 'product', 'arrived', 'late', 'and', 'broken', '.']","['bad', 'experience', '.', 'product', 'arrived', 'late', 'broken', '.']","['bad', 'experience', '.', 'product', 'arrived', 'late', 'broken', '.']",bad experience . product arrived late broken .
FB1687,CUST8898,Product A,User Experience,Very disappointed with the product quality. Not worth the price.,2,Negative,40,2024-01-10,East,Returning,very disappointed with the product quality. not worth the price.,"['very', 'disappointed', 'with', 'the', 'product', 'quality', '.', 'not', 'worth', 'the', 'price', '.']","['disappointed', 'product', 'quality', '.', 'worth', 'price', '.']","['disappointed', 'product', 'quality', '.', 'worth', 'price', '.']",disappointed product quality . worth price .
FB1688,CUST9759,Product C,Product Quality,Excellent product! Really satisfied with the quality and service.,4,Positive,91,2025-09-28,West,Returning,excellent product! really satisfied with the quality and service.,"['excellent', 'product', '!', 'really', 'satisfied', 'with', 'the', 'quality', 'and', 'service', '.']","['excellent', 'product', '!', 'really', 'satisfied', 'quality', 'service', '.']","['excellent', 'product', '!', 'really', 'satisfied', 'quality', 'service', '.']",excellent product ! really satisfied quality service .
FB1689,CUST4129,Product C,Features,Very happy with my purchase. Great product!,4,Positive,92,2025-08-24,West,New,very happy with my purchase. great product!,"['very', 'happy', 'with', 'my', 'purchase', '.', 'great', 'product', '!']","['happy', 'purchase', '.', 'great', 'product', '!']","['happy', 'purchase', '.', 'great', 'product', '!']",happy purchase . great product !
FB1690,CUST8175,Product B,Customer Service,Customer support is unhelpful and rude.,1,Negative,38,2025-08-06,North,New,customer support is unhelpful and rude.,"['customer', 'support', 'is', 'unhelpful', 'and', 'rude', '.']","['customer', 'support', 'unhelpful', 'rude', '.']","['customer', 'support', 'unhelpful', 'rude', '.']",customer support unhelpful rude .
FB1691,CUST7369,Product A,User Experience,The product quality is subpar and doesn't meet expectations.,1,Negative,25,2023-11-25,East,Returning,the product quality is subpar and doesnt meet expectations.,"['the', 'product', 'quality', 'is', 'subpar', 'and', 'doesnt', 'meet', 'expectations', '.']","['product', 'quality', 'subpar', 'doesnt', 'meet', 'expectations', '.']","['product', 'quality', 'subpar', 'doesnt', 'meet', 'expectation', '.']",product quality subpar doesnt meet expectation .
FB1692,CUST1606,Product C,Product Quality,"It's fine, works as expected but nothing exceptional.",3,Neutral,50,2025-04-29,East,Premium,"its fine, works as expected but nothing exceptional.","['its', 'fine', ',', 'works', 'as', 'expected', 'but', 'nothing', 'exceptional', '.']","['fine', ',', 'works', 'expected', 'nothing', 'exceptional', '.']","['fine', ',', 'work', 'expected', 'nothing', 'exceptional', '.']","fine , work expected nothing exceptional ."
FB1693,CUST3440,Product E,Customer Service,Outstanding customer service. They resolved my issue quickly.,5,Positive,97,2023-12-13,North,New,outstanding customer service. they resolved my issue quickly.,"['outstanding', 'customer', 'service', '.', 'they', 'resolved', 'my', 'issue', 'quickly', '.']","['outstanding', 'customer', 'service', '.', 'resolved', 'issue', 'quickly', '.']","['outstanding', 'customer', 'service', '.', 'resolved', 'issue', 'quickly', '.']",outstanding customer service . resolved issue quickly .
FB1694,CUST1750,Product B,Features,Excellent product! Really satisfied with the quality and service.,5,Positive,99,2024-03-23,South,New,excellent product! really satisfied with the quality and service.,"['excellent', 'product', '!', 'really', 'satisfied', 'with', 'the', 'quality', 'and', 'service', '.']","['excellent', 'product', '!', 'really', 'satisfied', 'quality', 'service', '.']","['excellent', 'product', '!', 'really', 'satisfied', 'quality', 'service', '.']",excellent product ! really satisfied quality service .
FB1695,CUST3796,Product E,Product Quality,Overpriced and low quality. Would not recommend.,1,Negative,24,2024-04-24,North,New,overpriced and low quality. would not recommend.,"['overpriced', 'and', 'low', 'quality', '.', 'would', 'not', 'recommend', '.']","['overpriced', 'low', 'quality', '.', 'would', 'recommend', '.']","['overpriced', 'low', 'quality', '.', 'would', 'recommend', '.']",overpriced low quality . would recommend .
FB1696,CUST4320,Product D,Delivery,The product quality is subpar and doesn't meet expectations.,1,Negative,12,2025-03-23,West,Returning,the product quality is subpar and doesnt meet expectations.,"['the', 'product', 'quality', 'is', 'subpar', 'and', 'doesnt', 'meet', 'expectations', '.']","['product', 'quality', 'subpar', 'doesnt', 'meet', 'expectations', '.']","['product', 'quality', 'subpar', 'doesnt', 'meet', 'expectation', '.']",product quality subpar doesnt meet expectation .
FB1697,CUST3250,Product C,Customer Service,Acceptable product but room for improvement in several areas.,3,Neutral,67,2024-03-02,North,Premium,acceptable product but room for improvement in several areas.,"['acceptable', 'product', 'but', 'room', 'for', 'improvement', 'in', 'several', 'areas', '.']","['acceptable', 'product', 'room', 'improvement', 'several', 'areas', '.']","['acceptable', 'product', 'room', 'improvement', 'several', 'area', '.']",acceptable product room improvement several area .
FB1698,CUST7801,Product B,Features,Amazing experience! The product exceeded my expectations.,5,Positive,84,2024-04-25,East,Premium,amazing experience! the product exceeded my expectations.,"['amazing', 'experience', '!', 'the', 'product', 'exceeded', 'my', 'expectations', '.']","['amazing', 'experience', '!', 'product', 'exceeded', 'expectations', '.']","['amazing', 'experience', '!', 'product', 'exceeded', 'expectation', '.']",amazing experience ! product exceeded expectation .
FB1699,CUST2637,Product E,Pricing,The team was very helpful and professional.,4,Positive,84,2024-04-16,South,New,the team was very helpful and professional.,"['the', 'team', 'was', 'very', 'helpful', 'and', 'professional', '.']","['team', 'helpful', 'professional', '.']","['team', 'helpful', 'professional', '.']",team helpful professional .
FB1700,CUST5648,Product D,Features,Excellent product! Really satisfied with the quality and service.,4,Positive,82,2025-03-12,West,Premium,excellent product! really satisfied with the quality and service.,"['excellent', 'product', '!', 'really', 'satisfied', 'with', 'the', 'quality', 'and', 'service', '.']","['excellent', 'product', '!', 'really', 'satisfied', 'quality', 'service', '.']","['excellent', 'product', '!', 'really', 'satisfied', 'quality', 'service', '.']",excellent product ! really satisfied quality service .
FB1701,CUST4919,Product B,User Experience,The delivery was fast and the product is exactly as described.,5,Positive,93,2024-03-08,North,Premium,the delivery was fast and the product is exactly as described.,"['the', 'delivery', 'was', 'fast', 'and', 'the', 'product', 'is', 'exactly', 'as', 'described', '.']","['delivery', 'fast', 'product', 'exactly', 'described', '.']","['delivery', 'fast', 'product', 'exactly', 'described', '.']",delivery fast product exactly described .
