feedback_id,customer_id,product,category,feedback_text,rating,sentiment,satisfaction_score,date,region,customer_type
FB1475,CUST6971,Product C,Pricing,Overpriced and low quality. Would not recommend.,1,Negative,28,2024-10-01,South,New
FB1476,CUST6889,Product B,Features,Outstanding customer service. They resolved my issue quickly.,5,Positive,88,2024-09-15,East,Returning
FB1477,CUST2783,Product B,Features,The delivery was fast and the product is exactly as described.,5,Positive,97,2025-02-15,North,Returning
FB1478,CUST2252,Product A,Product Quality,The product meets basic expectations but nothing more.,3,Neutral,58,2024-03-22,North,Premium
FB1479,CUST5269,Product E,User Experience,The team was very helpful and professional.,4,Positive,81,2025-06-14,West,Premium
FB1480,CUST8613,Product E,User Experience,Outstanding customer service. They resolved my issue quickly.,5,Positive,84,2024-03-31,North,Returning
FB1481,CUST9423,Product B,Pricing,Terrible experience. The product doesn't work as advertised.,1,Negative,34,2024-11-06,South,New
FB1482,CUST6878,Product A,Customer Service,It's decent but could be better. Price is fair.,3,Neutral,65,2025-06-01,West,New
FB1483,CUST9485,Product C,Pricing,Outstanding customer service. They resolved my issue quickly.,4,Positive,86,2024-01-03,West,Returning
FB1484,CUST5480,Product C,User Experience,I love this product! It's exactly what I needed.,4,Positive,96,2023-12-17,South,Returning
FB1485,CUST5121,Product D,Customer Service,The team was very helpful and professional.,4,Positive,96,2025-08-30,West,Returning
FB1486,CUST3276,Product D,Customer Service,Fantastic! Will definitely order again.,4,Positive,96,2024-10-18,South,New
FB1487,CUST3578,Product C,User Experience,Terrible experience. The product doesn't work as advertised.,1,Negative,15,2025-04-09,North,Premium
FB1488,CUST8844,Product D,Customer Service,I love this product! It's exactly what I needed.,4,Positive,95,2024-06-22,South,Premium
FB1489,CUST3639,Product B,Features,Excellent product! Really satisfied with the quality and service.,4,Positive,98,2024-12-24,North,Premium
FB1490,CUST7642,Product E,User Experience,The delivery was fast and the product is exactly as described.,4,Positive,96,2024-03-29,North,Premium
FB1491,CUST8359,Product E,Pricing,"Average experience. Some features work well, others don't.",3,Neutral,56,2025-09-07,West,New
FB1492,CUST3979,Product E,Features,Acceptable product but room for improvement in several areas.,3,Neutral,54,2024-06-11,East,New
FB1493,CUST7196,Product D,Customer Service,Fantastic! Will definitely order again.,4,Positive,87,2025-10-02,North,New
FB1494,CUST3450,Product E,Product Quality,Complete waste of money. Very unsatisfied.,2,Negative,36,2024-05-25,South,Returning
FB1495,CUST8901,Product B,User Experience,Complete waste of money. Very unsatisfied.,1,Negative,12,2025-07-21,North,Premium
FB1496,CUST9680,Product D,Customer Service,Five stars! The quality is superb and the price is reasonable.,5,Positive,81,2025-08-25,West,Returning
FB1497,CUST3193,Product C,Pricing,The product quality is subpar and doesn't meet expectations.,1,Negative,23,2024-10-23,South,New
FB1498,CUST4096,Product A,Features,Complete waste of money. Very unsatisfied.,2,Negative,18,2024-08-16,North,Premium
FB1499,CUST4365,Product C,Pricing,Excellent product! Really satisfied with the quality and service.,5,Positive,100,2025-04-18,East,New
FB1500,CUST9783,Product D,User Experience,The team was very helpful and professional.,5,Positive,88,2024-04-06,East,Premium
FB1501,CUST7770,Product E,User Experience,The experience was okay. Some issues but manageable.,3,Neutral,56,2024-08-08,West,New
FB1502,CUST6641,Product D,Features,Customer support is unhelpful and rude.,2,Negative,19,2024-11-13,South,Premium
FB1503,CUST4513,Product E,Pricing,Customer support is unhelpful and rude.,1,Negative,13,2024-02-29,East,Premium
FB1504,CUST1086,Product A,Customer Service,Very disappointed with the product quality. Not worth the price.,1,Negative,22,2025-07-20,West,Premium
FB1505,CUST2311,Product E,Product Quality,The delivery was fast and the product is exactly as described.,4,Positive,91,2025-01-18,West,Returning
FB1506,CUST3871,Product D,Pricing,Overpriced and low quality. Would not recommend.,1,Negative,40,2025-07-20,North,New
FB1507,CUST4190,Product A,User Experience,"Mixed feelings. Some aspects are good, others need improvement.",3,Neutral,59,2025-09-02,South,Premium
FB1508,CUST1004,Product B,Product Quality,The features are missing and the interface is confusing.,1,Negative,30,2024-04-21,East,Returning
FB1509,CUST1251,Product A,Product Quality,Bad experience. The product arrived late and broken.,1,Negative,26,2024-10-26,East,Premium
FB1510,CUST5530,Product B,User Experience,Average quality for the price. Neither good nor bad.,3,Neutral,61,2025-05-25,South,Returning
FB1511,CUST9294,Product A,User Experience,Overpriced and low quality. Would not recommend.,1,Negative,23,2024-12-17,North,Premium
FB1512,CUST5098,Product D,Pricing,Amazing experience! The product exceeded my expectations.,5,Positive,97,2024-08-27,West,New
FB1513,CUST1448,Product D,Product Quality,"It's fine, works as expected but nothing exceptional.",3,Neutral,64,2024-10-12,East,New
FB1514,CUST6172,Product D,Delivery,Terrible experience. The product doesn't work as advertised.,1,Negative,35,2024-11-25,North,Premium
FB1515,CUST2245,Product E,Customer Service,Amazing experience! The product exceeded my expectations.,5,Positive,90,2024-07-26,West,Returning
FB1516,CUST4115,Product D,Features,The team was very helpful and professional.,5,Positive,85,2024-10-27,South,New
FB1517,CUST4322,Product B,User Experience,The product meets basic expectations but nothing more.,3,Neutral,57,2024-07-04,East,New
FB1518,CUST1108,Product E,Product Quality,Amazing experience! The product exceeded my expectations.,5,Positive,99,2024-02-17,West,Returning
FB1519,CUST3996,Product E,Delivery,The team was very helpful and professional.,5,Positive,95,2025-07-27,West,New
FB1520,CUST9859,Product A,User Experience,Very happy with my purchase. Great product!,5,Positive,95,2025-06-12,East,Returning
FB1521,CUST9490,Product D,Delivery,Customer support is unhelpful and rude.,1,Negative,32,2025-10-02,North,New
FB1522,CUST6924,Product E,Delivery,The team was very helpful and professional.,4,Positive,90,2025-09-20,South,Premium
FB1523,CUST4013,Product D,Pricing,Fantastic! Will definitely order again.,5,Positive,91,2024-07-26,South,Returning
FB1524,CUST8384,Product B,User Experience,The features are missing and the interface is confusing.,2,Negative,18,2025-10-17,South,Premium
FB1525,CUST8081,Product D,Customer Service,Amazing experience! The product exceeded my expectations.,5,Positive,87,2025-10-02,South,Premium
FB1526,CUST9185,Product B,Features,Excellent product! Really satisfied with the quality and service.,4,Positive,93,2024-04-01,East,Returning
FB1527,CUST2621,Product B,Product Quality,The team was very helpful and professional.,4,Positive,92,2024-09-02,South,Returning
FB1528,CUST6483,Product C,Delivery,"Average experience. Some features work well, others don't.",3,Neutral,64,2025-03-01,East,Premium
FB1529,CUST1324,Product D,Product Quality,Neutral feelings about this. It works but not impressive.,3,Neutral,61,2025-05-23,East,Premium
FB1530,CUST6818,Product C,Features,The team was very helpful and professional.,4,Positive,89,2025-07-12,West,Premium
FB1531,CUST5694,Product D,Features,The experience was okay. Some issues but manageable.,3,Neutral,69,2025-01-30,South,New
FB1532,CUST7631,Product A,Product Quality,Average quality for the price. Neither good nor bad.,3,Neutral,63,2025-08-16,South,Returning
FB1533,CUST7479,Product C,Pricing,The delivery was fast and the product is exactly as described.,5,Positive,99,2024-06-20,East,Premium
FB1534,CUST4012,Product A,Customer Service,Customer support is unhelpful and rude.,2,Negative,15,2025-06-23,South,Premium
FB1535,CUST3734,Product D,Product Quality,"Average experience. Some features work well, others don't.",3,Neutral,56,2024-07-14,North,New
FB1536,CUST2363,Product A,Delivery,Very disappointed with the product quality. Not worth the price.,2,Negative,26,2025-02-26,South,New
FB1537,CUST4757,Product B,Features,The experience was okay. Some issues but manageable.,3,Neutral,59,2025-08-31,East,Returning
FB1538,CUST1575,Product C,Delivery,Very happy with my purchase. Great product!,4,Positive,80,2025-08-02,West,Returning
FB1539,CUST3213,Product E,Customer Service,"Mixed feelings. Some aspects are good, others need improvement.",3,Neutral,64,2025-05-06,West,Premium
FB1540,CUST9745,Product C,Delivery,The experience was okay. Some issues but manageable.,3,Neutral,66,2025-08-12,West,Premium
FB1541,CUST6992,Product D,Delivery,"It's fine, works as expected but nothing exceptional.",3,Neutral,59,2024-06-19,South,Returning
FB1542,CUST8687,Product E,Product Quality,Great value for money. Highly recommend to everyone!,5,Positive,89,2023-11-10,West,Returning
FB1543,CUST4788,Product A,User Experience,Five stars! The quality is superb and the price is reasonable.,5,Positive,99,2024-09-01,East,New
FB1544,CUST5094,Product B,Features,The experience was okay. Some issues but manageable.,3,Neutral,62,2024-12-25,West,Returning
FB1545,CUST5454,Product C,Features,Five stars! The quality is superb and the price is reasonable.,4,Positive,96,2024-06-12,East,Returning
FB1546,CUST5744,Product A,Features,It's decent but could be better. Price is fair.,3,Neutral,54,2024-05-10,West,Premium
FB1547,CUST6253,Product A,Customer Service,The team was very helpful and professional.,5,Positive,86,2025-02-05,North,Premium
FB1548,CUST3048,Product D,Features,Amazing experience! The product exceeded my expectations.,5,Positive,88,2023-11-22,North,New
FB1549,CUST7885,Product C,Pricing,Fantastic! Will definitely order again.,4,Positive,90,2024-01-31,East,Returning
FB1550,CUST3393,Product A,Delivery,The features are missing and the interface is confusing.,1,Negative,36,2025-10-13,West,New
FB1551,CUST1206,Product A,Features,Outstanding customer service. They resolved my issue quickly.,5,Positive,92,2025-05-09,South,Returning
FB1552,CUST2539,Product E,Features,Excellent product! Really satisfied with the quality and service.,4,Positive,94,2025-01-26,South,Returning
FB1553,CUST1691,Product E,User Experience,Overpriced and low quality. Would not recommend.,2,Negative,15,2024-12-02,North,Returning
FB1554,CUST1853,Product B,Product Quality,Terrible experience. The product doesn't work as advertised.,2,Negative,38,2025-03-06,South,Premium
FB1555,CUST2960,Product D,Customer Service,Great value for money. Highly recommend to everyone!,5,Positive,98,2025-01-17,North,New
FB1556,CUST2466,Product B,Customer Service,Customer support is unhelpful and rude.,1,Negative,21,2025-06-17,West,New
FB1557,CUST3521,Product E,Product Quality,Very disappointed with the product quality. Not worth the price.,1,Negative,21,2025-10-02,South,Returning
FB1558,CUST4161,Product A,Features,Very happy with my purchase. Great product!,5,Positive,94,2024-06-25,West,Returning
FB1559,CUST5828,Product E,Features,Excellent product! Really satisfied with the quality and service.,5,Positive,94,2024-03-16,West,New
FB1560,CUST5510,Product E,User Experience,I love this product! It's exactly what I needed.,5,Positive,94,2025-06-02,South,New
FB1561,CUST7014,Product D,Product Quality,The delivery was fast and the product is exactly as described.,5,Positive,97,2025-04-26,West,Premium
FB1562,CUST4912,Product C,Features,Acceptable product but room for improvement in several areas.,3,Neutral,61,2024-05-07,North,Premium
FB1563,CUST9151,Product E,Customer Service,The product meets basic expectations but nothing more.,3,Neutral,66,2025-05-04,East,Returning
FB1564,CUST2092,Product A,Customer Service,Poor customer service. They didn't respond to my complaints.,1,Negative,26,2024-12-23,South,New
FB1565,CUST7366,Product D,User Experience,Outstanding customer service. They resolved my issue quickly.,4,Positive,81,2024-05-24,East,New
FB1566,CUST9051,Product A,Pricing,Amazing experience! The product exceeded my expectations.,4,Positive,86,2024-11-09,North,Returning
FB1567,CUST1955,Product E,Delivery,Bad experience. The product arrived late and broken.,2,Negative,35,2025-05-24,North,Premium
FB1568,CUST9511,Product A,Product Quality,"Average experience. Some features work well, others don't.",3,Neutral,56,2024-01-11,South,Premium
FB1569,CUST3931,Product E,Features,Very happy with my purchase. Great product!,4,Positive,98,2024-11-28,West,Premium
FB1570,CUST8515,Product D,Product Quality,The product quality is subpar and doesn't meet expectations.,2,Negative,31,2024-02-16,South,New
FB1571,CUST8258,Product C,Delivery,I love this product! It's exactly what I needed.,4,Positive,97,2025-05-16,East,Returning
FB1572,CUST4943,Product E,User Experience,Bad experience. The product arrived late and broken.,2,Negative,29,2024-12-26,South,Returning
FB1573,CUST8412,Product D,Pricing,Neutral feelings about this. It works but not impressive.,3,Neutral,61,2025-05-16,North,Premium
FB1574,CUST9480,Product B,Delivery,Acceptable product but room for improvement in several areas.,3,Neutral,50,2023-12-05,North,Returning
FB1575,CUST9376,Product E,User Experience,I love this product! It's exactly what I needed.,4,Positive,88,2024-06-14,South,New
FB1576,CUST7014,Product E,Customer Service,Great value for money. Highly recommend to everyone!,4,Positive,88,2023-12-08,South,Returning
FB1577,CUST6319,Product D,Customer Service,Five stars! The quality is superb and the price is reasonable.,4,Positive,82,2024-09-02,West,Premium
FB1578,CUST7251,Product A,Product Quality,Poor customer service. They didn't respond to my complaints.,2,Negative,11,2025-10-19,East,Returning
FB1579,CUST1187,Product D,Product Quality,Amazing experience! The product exceeded my expectations.,4,Positive,100,2025-01-17,East,Premium
FB1580,CUST9231,Product B,Customer Service,The team was very helpful and professional.,4,Positive,90,2023-12-12,North,Premium
FB1581,CUST9269,Product A,Customer Service,Acceptable product but room for improvement in several areas.,3,Neutral,68,2024-12-06,West,Returning
FB1582,CUST1807,Product E,Pricing,I love this product! It's exactly what I needed.,4,Positive,95,2024-12-07,East,New
FB1583,CUST4245,Product D,Pricing,The delivery took too long and the product was damaged.,1,Negative,25,2024-12-12,South,Premium
FB1584,CUST4970,Product A,Delivery,"Mixed feelings. Some aspects are good, others need improvement.",3,Neutral,57,2025-07-22,West,Returning
FB1585,CUST7776,Product D,Delivery,"Average experience. Some features work well, others don't.",3,Neutral,53,2025-10-01,East,New
FB1586,CUST6729,Product E,Pricing,Excellent product! Really satisfied with the quality and service.,5,Positive,85,2024-09-23,South,Returning
FB1587,CUST7124,Product B,Features,The product meets basic expectations but nothing more.,3,Neutral,56,2023-12-15,North,New
FB1588,CUST1225,Product C,Features,The team was very helpful and professional.,4,Positive,89,2023-12-25,North,Returning
FB1589,CUST4471,Product B,User Experience,I love this product! It's exactly what I needed.,4,Positive,97,2025-02-02,East,Premium
FB1590,CUST9631,Product A,Delivery,The delivery took too long and the product was damaged.,1,Negative,22,2025-03-08,South,New
FB1591,CUST8617,Product A,Product Quality,The team was very helpful and professional.,5,Positive,81,2024-08-16,West,Premium
FB1592,CUST5792,Product D,Customer Service,The features are missing and the interface is confusing.,1,Negative,10,2024-08-03,West,Premium
FB1593,CUST9709,Product A,Customer Service,I love this product! It's exactly what I needed.,5,Positive,99,2025-10-26,South,Premium
FB1594,CUST9673,Product C,Delivery,Very disappointed with the product quality. Not worth the price.,1,Negative,17,2025-02-10,West,Returning
FB1595,CUST5953,Product B,User Experience,I love this product! It's exactly what I needed.,5,Positive,100,2024-04-08,East,New
FB1596,CUST5590,Product B,Customer Service,Five stars! The quality is superb and the price is reasonable.,4,Positive,97,2025-08-01,East,Returning
FB1597,CUST4938,Product E,Customer Service,Five stars! The quality is superb and the price is reasonable.,4,Positive,93,2025-09-02,West,Returning
FB1598,CUST3270,Product E,User Experience,Very happy with my purchase. Great product!,4,Positive,86,2025-07-11,South,New
FB1599,CUST3378,Product E,Customer Service,Complete waste of money. Very unsatisfied.,1,Negative,23,2024-09-11,East,New
FB1600,CUST3384,Product A,Delivery,Poor customer service. They didn't respond to my complaints.,1,Negative,20,2025-05-23,West,Returning
FB1601,CUST2749,Product B,Customer Service,The delivery was fast and the product is exactly as described.,4,Positive,86,2024-09-05,North,Premium
FB1602,CUST4804,Product B,Features,The team was very helpful and professional.,4,Positive,99,2025-07-23,North,Returning
FB1603,CUST8680,Product C,Customer Service,Customer support is unhelpful and rude.,1,Negative,26,2024-01-20,West,Returning
FB1604,CUST7694,Product A,Delivery,Outstanding customer service. They resolved my issue quickly.,4,Positive,81,2025-02-27,West,New
FB1605,CUST3901,Product D,User Experience,The product meets basic expectations but nothing more.,3,Neutral,52,2025-09-17,West,Premium
FB1606,CUST7633,Product A,User Experience,The product meets basic expectations but nothing more.,3,Neutral,63,2024-09-27,West,Premium
FB1607,CUST2791,Product D,Pricing,The team was very helpful and professional.,4,Positive,96,2024-09-15,North,New
FB1608,CUST1807,Product B,Delivery,Very disappointed with the product quality. Not worth the price.,2,Negative,26,2025-04-14,West,Returning
FB1609,CUST7921,Product C,User Experience,Overpriced and low quality. Would not recommend.,2,Negative,15,2024-09-06,North,Premium
FB1610,CUST8400,Product A,Features,"It's fine, works as expected but nothing exceptional.",3,Neutral,70,2025-04-12,North,New
FB1611,CUST7440,Product D,Delivery,"Mixed feelings. Some aspects are good, others need improvement.",3,Neutral,54,2025-06-21,West,New
FB1612,CUST5097,Product C,Features,Outstanding customer service. They resolved my issue quickly.,5,Positive,82,2024-05-01,South,Premium
FB1613,CUST9582,Product D,Features,Fantastic! Will definitely order again.,5,Positive,82,2024-03-05,South,Returning
FB1614,CUST3459,Product B,Customer Service,Great value for money. Highly recommend to everyone!,5,Positive,98,2025-05-16,South,Premium
FB1615,CUST3960,Product A,Customer Service,The delivery was fast and the product is exactly as described.,5,Positive,89,2023-12-22,South,New
FB1616,CUST9169,Product E,Product Quality,Very disappointed with the product quality. Not worth the price.,2,Negative,25,2025-07-29,West,New
FB1617,CUST8239,Product A,User Experience,Customer support is unhelpful and rude.,2,Negative,23,2024-06-09,North,New
FB1618,CUST4028,Product B,Product Quality,Very happy with my purchase. Great product!,4,Positive,81,2025-05-13,East,New
FB1619,CUST5889,Product C,Product Quality,Acceptable product but room for improvement in several areas.,3,Neutral,69,2024-03-27,North,New
FB1620,CUST3906,Product D,Features,It's decent but could be better. Price is fair.,3,Neutral,59,2024-12-30,East,New
FB1621,CUST7208,Product A,Pricing,The features are missing and the interface is confusing.,2,Negative,38,2024-02-03,North,Returning
FB1622,CUST7779,Product E,Customer Service,The delivery was fast and the product is exactly as described.,5,Positive,96,2025-02-24,South,Premium
FB1623,CUST5705,Product D,User Experience,Very happy with my purchase. Great product!,4,Positive,95,2023-12-29,East,Returning
FB1624,CUST3125,Product E,User Experience,The product quality is subpar and doesn't meet expectations.,2,Negative,39,2025-04-21,West,Premium
FB1625,CUST4171,Product A,Product Quality,Great value for money. Highly recommend to everyone!,4,Positive,89,2025-08-08,North,Returning
FB1626,CUST1745,Product C,Delivery,Terrible experience. The product doesn't work as advertised.,2,Negative,23,2025-08-01,South,New
FB1627,CUST6042,Product C,User Experience,The delivery was fast and the product is exactly as described.,5,Positive,82,2025-08-16,East,New
FB1628,CUST1477,Product B,Customer Service,The features are missing and the interface is confusing.,2,Negative,33,2024-02-24,East,Returning
FB1629,CUST3224,Product D,Customer Service,Fantastic! Will definitely order again.,4,Positive,100,2025-09-18,West,Premium
FB1630,CUST5904,Product E,Features,Five stars! The quality is superb and the price is reasonable.,4,Positive,96,2024-10-08,East,Premium
FB1631,CUST2084,Product B,Delivery,The team was very helpful and professional.,5,Positive,91,2025-05-01,North,Returning
FB1632,CUST2914,Product C,Features,The delivery took too long and the product was damaged.,2,Negative,15,2024-11-18,East,Premium
FB1633,CUST7088,Product D,Delivery,Amazing experience! The product exceeded my expectations.,5,Positive,87,2023-12-02,South,Premium
FB1634,CUST2517,Product D,User Experience,I love this product! It's exactly what I needed.,4,Positive,86,2024-09-04,North,Returning
FB1635,CUST6084,Product C,Customer Service,I love this product! It's exactly what I needed.,5,Positive,96,2025-03-26,North,Premium
FB1636,CUST8526,Product D,Features,The product meets basic expectations but nothing more.,3,Neutral,51,2025-09-22,North,New
FB1637,CUST6460,Product D,Product Quality,Acceptable product but room for improvement in several areas.,3,Neutral,52,2024-09-13,North,Premium
FB1638,CUST4438,Product C,Customer Service,Very disappointed with the product quality. Not worth the price.,2,Negative,30,2025-09-04,South,Returning
FB1639,CUST3446,Product B,Delivery,Customer support is unhelpful and rude.,1,Negative,18,2024-08-09,North,New
FB1640,CUST6739,Product E,Delivery,Poor customer service. They didn't respond to my complaints.,1,Negative,27,2025-07-29,East,New
FB1641,CUST3806,Product A,Delivery,Acceptable product but room for improvement in several areas.,3,Neutral,57,2025-10-21,East,Premium
FB1642,CUST2735,Product D,Product Quality,Excellent product! Really satisfied with the quality and service.,5,Positive,81,2025-01-27,North,Returning
FB1643,CUST6826,Product C,Delivery,The team was very helpful and professional.,5,Positive,99,2024-12-05,South,Premium
FB1644,CUST3159,Product A,Features,"Average experience. Some features work well, others don't.",3,Neutral,64,2025-09-16,West,New
FB1645,CUST4666,Product B,User Experience,Fantastic! Will definitely order again.,5,Positive,87,2025-02-08,East,Returning
FB1646,CUST8987,Product A,Product Quality,I love this product! It's exactly what I needed.,5,Positive,94,2024-12-05,West,New
FB1647,CUST3087,Product E,Product Quality,Great value for money. Highly recommend to everyone!,5,Positive,91,2024-10-24,West,Premium
FB1648,CUST8552,Product D,User Experience,Amazing experience! The product exceeded my expectations.,5,Positive,97,2024-02-17,West,New
FB1649,CUST2082,Product C,Customer Service,Great value for money. Highly recommend to everyone!,5,Positive,92,2025-07-27,West,Returning
FB1650,CUST2276,Product E,Pricing,Complete waste of money. Very unsatisfied.,1,Negative,15,2025-06-02,North,Premium
FB1651,CUST3886,Product C,Pricing,Very happy with my purchase. Great product!,4,Positive,94,2025-07-02,North,Premium
FB1652,CUST9098,Product A,Product Quality,The product quality is subpar and doesn't meet expectations.,2,Negative,20,2024-02-19,South,New
FB1653,CUST3444,Product D,User Experience,"The product is okay, nothing special but does the job.",3,Neutral,54,2025-06-16,East,Returning
FB1654,CUST6187,Product C,User Experience,Terrible experience. The product doesn't work as advertised.,1,Negative,31,2025-07-22,East,Returning
FB1655,CUST9362,Product D,Customer Service,Acceptable product but room for improvement in several areas.,3,Neutral,50,2024-10-17,East,New
FB1656,CUST6885,Product A,Delivery,"The product is okay, nothing special but does the job.",3,Neutral,50,2024-11-12,North,New
FB1657,CUST7271,Product D,Pricing,Bad experience. The product arrived late and broken.,2,Negative,32,2025-01-15,West,Premium
FB1658,CUST7301,Product C,Pricing,Customer support is unhelpful and rude.,1,Negative,16,2024-06-03,South,Returning
FB1659,CUST1257,Product B,Features,Excellent product! Really satisfied with the quality and service.,4,Positive,100,2025-09-16,West,Premium
FB1660,CUST3248,Product D,Pricing,It's decent but could be better. Price is fair.,3,Neutral,52,2025-01-20,West,Premium
FB1661,CUST6821,Product B,Customer Service,Five stars! The quality is superb and the price is reasonable.,5,Positive,92,2024-05-02,West,Premium
FB1662,CUST9948,Product E,Delivery,Terrible experience. The product doesn't work as advertised.,2,Negative,23,2023-11-07,North,New
FB1663,CUST8889,Product A,Customer Service,I love this product! It's exactly what I needed.,4,Positive,98,2025-06-03,East,Returning
FB1664,CUST8740,Product A,Features,The team was very helpful and professional.,4,Positive,87,2025-04-12,East,Premium
FB1665,CUST8681,Product D,User Experience,"Mixed feelings. Some aspects are good, others need improvement.",3,Neutral,50,2023-12-24,West,Premium
FB1666,CUST1578,Product E,Features,The delivery was fast and the product is exactly as described.,5,Positive,85,2024-10-04,East,Premium
FB1667,CUST1845,Product C,Features,Fantastic! Will definitely order again.,4,Positive,98,2025-05-30,North,Returning
FB1668,CUST5129,Product B,User Experience,Very happy with my purchase. Great product!,4,Positive,88,2025-03-10,East,Returning
FB1669,CUST3476,Product D,Delivery,Amazing experience! The product exceeded my expectations.,4,Positive,98,2024-07-20,South,Returning
FB1670,CUST2382,Product B,User Experience,Great value for money. Highly recommend to everyone!,4,Positive,90,2025-10-17,South,Returning
FB1671,CUST3740,Product B,User Experience,Terrible experience. The product doesn't work as advertised.,2,Negative,33,2024-12-26,East,New
FB1672,CUST8602,Product D,Pricing,Amazing experience! The product exceeded my expectations.,4,Positive,85,2025-08-18,East,Returning
FB1673,CUST3378,Product E,Pricing,Five stars! The quality is superb and the price is reasonable.,5,Positive,88,2025-04-28,North,Returning
FB1674,CUST9704,Product C,Pricing,I love this product! It's exactly what I needed.,4,Positive,83,2025-02-01,East,Returning
FB1675,CUST7408,Product D,Features,Amazing experience! The product exceeded my expectations.,5,Positive,100,2024-08-02,South,Premium
FB1676,CUST3947,Product C,User Experience,Terrible experience. The product doesn't work as advertised.,2,Negative,31,2025-09-18,North,Premium
FB1677,CUST2600,Product E,Product Quality,"The product is okay, nothing special but does the job.",3,Neutral,63,2023-11-08,West,Returning
FB1678,CUST1388,Product E,Product Quality,Overpriced and low quality. Would not recommend.,1,Negative,11,2024-06-11,North,Premium
FB1679,CUST2995,Product A,Product Quality,The product meets basic expectations but nothing more.,3,Neutral,69,2025-09-02,South,Returning
FB1680,CUST2816,Product B,Delivery,The product quality is subpar and doesn't meet expectations.,1,Negative,38,2025-09-02,East,Returning
FB1681,CUST7995,Product C,Delivery,"It's fine, works as expected but nothing exceptional.",3,Neutral,58,2025-09-06,South,New
FB1682,CUST1984,Product C,Delivery,Bad experience. The product arrived late and broken.,2,Negative,20,2024-08-09,South,Returning
FB1683,CUST9061,Product A,Customer Service,Outstanding customer service. They resolved my issue quickly.,5,Positive,85,2024-01-10,West,New
FB1684,CUST1571,Product A,Product Quality,Customer support is unhelpful and rude.,2,Negative,13,2025-07-20,East,Returning
FB1685,CUST1014,Product A,Features,It's decent but could be better. Price is fair.,3,Neutral,70,2023-11-19,West,Returning
FB1686,CUST9039,Product D,Pricing,Bad experience. The product arrived late and broken.,1,Negative,26,2024-04-03,West,Premium
FB1687,CUST8898,Product A,User Experience,Very disappointed with the product quality. Not worth the price.,2,Negative,40,2024-01-10,East,Returning
FB1688,CUST9759,Product C,Product Quality,Excellent product! Really satisfied with the quality and service.,4,Positive,91,2025-09-28,West,Returning
FB1689,CUST4129,Product C,Features,Very happy with my purchase. Great product!,4,Positive,92,2025-08-24,West,New
FB1690,CUST8175,Product B,Customer Service,Customer support is unhelpful and rude.,1,Negative,38,2025-08-06,North,New
FB1691,CUST7369,Product A,User Experience,The product quality is subpar and doesn't meet expectations.,1,Negative,25,2023-11-25,East,Returning
FB1692,CUST1606,Product C,Product Quality,"It's fine, works as expected but nothing exceptional.",3,Neutral,50,2025-04-29,East,Premium
FB1693,CUST3440,Product E,Customer Service,Outstanding customer service. They resolved my issue quickly.,5,Positive,97,2023-12-13,North,New
FB1694,CUST1750,Product B,Features,Excellent product! Really satisfied with the quality and service.,5,Positive,99,2024-03-23,South,New
FB1695,CUST3796,Product E,Product Quality,Overpriced and low quality. Would not recommend.,1,Negative,24,2024-04-24,North,New
FB1696,CUST4320,Product D,Delivery,The product quality is subpar and doesn't meet expectations.,1,Negative,12,2025-03-23,West,Returning
FB1697,CUST3250,Product C,Customer Service,Acceptable product but room for improvement in several areas.,3,Neutral,67,2024-03-02,North,Premium
FB1698,CUST7801,Product B,Features,Amazing experience! The product exceeded my expectations.,5,Positive,84,2024-04-25,East,Premium
FB1699,CUST2637,Product E,Pricing,The team was very helpful and professional.,4,Positive,84,2024-04-16,South,New
FB1700,CUST5648,Product D,Features,Excellent product! Really satisfied with the quality and service.,4,Positive,82,2025-03-12,West,Premium
FB1701,CUST4919,Product B,User Experience,The delivery was fast and the product is exactly as described.,5,Positive,93,2024-03-08,North,Premium
FB1702,CUST5934,Product C,Pricing,The product quality is subpar and doesn't meet expectations.,1,Negative,30,2024-05-02,North,Premium
FB1703,CUST6929,Product E,User Experience,Very happy with my purchase. Great product!,4,Positive,99,2024-06-28,South,Returning
FB1704,CUST2846,Product B,Features,Overpriced and low quality. Would not recommend.,1,Negative,16,2025-08-02,West,Returning
FB1705,CUST6966,Product C,Customer Service,Excellent product! Really satisfied with the quality and service.,4,Positive,100,2024-04-28,West,Returning
FB1706,CUST1859,Product E,Customer Service,Customer support is unhelpful and rude.,1,Negative,13,2024-10-07,South,New
FB1707,CUST8287,Product E,User Experience,Poor customer service. They didn't respond to my complaints.,1,Negative,33,2025-03-10,East,Returning
FB1708,CUST2804,Product C,Customer Service,The features are missing and the interface is confusing.,1,Negative,34,2024-05-21,North,New
FB1709,CUST2204,Product D,User Experience,The experience was okay. Some issues but manageable.,3,Neutral,57,2024-12-26,West,New
FB1710,CUST7346,Product C,Customer Service,The team was very helpful and professional.,5,Positive,85,2025-01-19,West,Premium
FB1711,CUST3084,Product A,Features,Overpriced and low quality. Would not recommend.,1,Negative,20,2024-05-16,North,Returning
FB1712,CUST3804,Product C,Customer Service,Fantastic! Will definitely order again.,5,Positive,93,2024-03-18,East,Premium
FB1713,CUST4763,Product A,Pricing,The product quality is subpar and doesn't meet expectations.,1,Negative,28,2024-04-08,West,New
FB1714,CUST8014,Product B,Customer Service,Fantastic! Will definitely order again.,5,Positive,80,2025-06-27,East,Returning
